trip_id,bus_id,route_id,stop_id,stop_name,arrival_time_scheduled,arrival_time_actual,departure_time_scheduled,departure_time_actual,passenger_count_boarding,passenger_count_alighting,day_of_week,date,weather_condition
TRIP_163,MH-BUS-10,MUM_Route_E,STOP_6,CST,19:15:21,,08:42:29,08:50:29,11.0,32.0,Thursday,2024-08-09,Monsoon
TRIP_164,MH-BUS-2,MUM_Route_B,STOP_15,CST,08:58:37,09:11:37,17:18:45,17:23:45,32.0,10.0,Saturday,2024-06-21,Cloudy
TRIP_165,MH-BUS-4,MUM_Route_C,STOP_14,Kharghar,21:22:10,21:40:10,05:45:03,05:54:03,51.0,13.0,Friday,2024-07-03,Monsoon
TRIP_166,MH-BUS-2,MUM_Route_C,STOP_11,Colaba,23:53:22,00:12:22,13:27:53,13:35:53,28.0,3.0,Sunday,2024-08-19,Rainy
TRIP_167,MH-BUS-7,MUM_Route_E,STOP_3,Belapur,01:35:43,01:42:43,16:14:26,16:21:26,34.0,20.0,Thursday,2024-06-10,Partly Cloudy
TRIP_168,MH-BUS-2,MUM_Route_E,STOP_5,Vashi,13:40:21,13:36:21,04:49:12,04:56:12,40.0,,Thursday,2024-06-18,Monsoon
TRIP_169,MH-BUS-10,MUM_Route_E,STOP_5,Thane,09:28:36,09:48:36,03:09:10,03:10:10,25.0,23.0,Tuesday,2024-07-14,
TRIP_170,MH-BUS-4,MUM_Route_D,STOP_12,Worli,14:36:07,14:55:07,04:44:27,04:45:27,35.0,,Wednesday,2024-07-31,Rainy
TRIP_171,MH-BUS-6,MUM_Route_D,STOP_14,Colaba,19:47:38,19:51:38,04:22:08,04:26:08,35.0,25.0,Sunday,2024-06-14,Humid
TRIP_172,MH-BUS-10,MUM_Route_B,STOP_10,CST,14:56:15,15:13:15,05:38:42,05:39:42,37.0,6.0,Tuesday,2024-06-05,RAINY
TRIP_173,MH-BUS-1,MUM_Route_E,STOP_7,CST,10:15:25,10:25:25,02:13:07,02:15:07,40.0,17.0,Tuesday,2024-08-23,
TRIP_174,MH-BUS-2,MUM_Route_A,STOP_7,Chembur,12:30:57,12:40:57,06:21:37,06:31:37,34.0,6.0,Wednesday,2024-08-30,Rainy
TRIP_175,MH-BUS-9,MUM_Route_B,STOP_16,Bandra,17:41:37,17:37:37,08:47:23,08:48:23,34.0,5.0,Friday,2024-08-13,Sunny
TRIP_176,MH-BUS-6,MUM_Route_C,STOP_15,Vashi,09:29:37,09:41:37,21:42:09,21:49:09,17.0,14.0,Wednesday,2024-08-09,Monsoon
TRIP_177,MH-BUS-8,MUM_Route_E,STOP_11,CST,23:29:04,23:29:04,03:11:45,03:17:45,23.0,18.0,Tuesday,2024-07-11,Sunny
TRIP_178,MH-BUS-3,MUM_Route_A,STOP_1,Lower Parel,21:26:49,21:26:49,12:58:54,13:02:54,34.0,15.0,Tuesday,2024-08-05,Monsoon
TRIP_179,MH-BUS-4,MUM_Route_D,STOP_5,Nerul,23:19:37,23:39:37,03:46:25,03:55:25,44.0,0.0,Monday,2024-06-10,rainy
TRIP_180,MH-BUS-1,MUM_Route_C,STOP_11,Borivali,19:33:17,07:33:17PM,10:20:41,10:24:41,21.0,59.0,Saturday,2024-06-21,
TRIP_181,MH-BUS-5,MUM_Route_B,STOP_1,Vashi,19:27:15,19:47:15,08:02:28,08:03:28,32.0,19.0,Saturday,2024-07-01,Humid
TRIP_182,MH-BUS-10,MUM_Route_D,STOP_4,Andheri,10:25:48,10:28:48,00:35:55,00:36:55,0.0,-2.0,Sunday,2024-08-16,Monsoon
TRIP_183,MH-BUS-4,MUM_Route_D,STOP_7,Colaba,17:04:55,17:09:55,19:15:26,,16.0,5.0,Monday,2024-07-18,Partly Cloudy
TRIP_184,MH-BUS-1,MUM_Route_D,STOP_1,Churchgate,23:01:45,23:21:45,16:50:06,16:53:06,46.0,43.0,Sunday,2024-06-12,Cloudy
TRIP_185,MH-BUS-10,MUM_Route_A,STOP_1,Vashi,02:59:28,03:11:28,07:27:43,07:33:43,11.0,22.0,Friday,2024-06-27,Humid
TRIP_186,MH-BUS-6,MUM_Route_A,STOP_8,Chembur,02:04:49,02:19:49,15:12:51,15:19:51,,25.0,Friday,2024-08-04,
TRIP_187,MH-BUS-5,MUM_Route_D,STOP_11,Churchgate,07:06:55,07:01:55,06:54:06,06:54:06,25.0,35.0,Tuesday,2024-06-19,Humid
TRIP_188,MH-BUS-4,MUM_Route_E,STOP_18,Borivali,05:19:54,05:29:54,18:46:28,18:50:28,40.0,30.0,Saturday,2024-08-05,Partly Cloudy
TRIP_189,MH-BUS-5,MUM_Route_E,STOP_19,Worli,16:12:55,16:29:55,19:53:26,20:00:26,9.0,41.0,Saturday,2024-07-21,Humid
TRIP_190,MH-BUS-2,MUM_Route_D,STOP_5,Mulund,11:25:26,11:22:26,00:23:31,00:29:31,9.0,25.0,Thursday,2024-08-26,Monsoon
TRIP_191,MH-BUS-8,MUM_Route_E,STOP_17,CST,23:08:12,23:28:12,04:51:33,04:55:33,2.0,-2.0,Sunday,2024-06-08,Rainy
TRIP_192,MH-BUS-1,MUM_Route_D,STOP_8,Mulund,18:18:34,18:29:34,10:18:40,10:18:40,1.0,42.0,Friday,2024-08-18,Rainy
TRIP_193,MH-BUS-3,MUM_Route_A,STOP_5,Powai,06:50:33,07:02:33,01:58:20,02:08:20,38.0,23.0,Wednesday,2024-07-13,Humid
TRIP_194,MH-BUS-2,MUM_Route_D,STOP_11,Bandra,10:48:33,11:08:33,23:06:04,23:08:04,26.0,-2.0,Thursday,2024-07-27,Sunny
TRIP_195,MH-BUS-4,MUM_Route_E,STOP_16,Borivali,22:56:06,23:01:06,21:11:49,21:15:49,55.0,,Saturday,2024-07-09,Monsoon
TRIP_196,MH-BUS-9,MUM_Route_A,STOP_14,Bandra,05:22:53,05:23:53,19:53:38,20:00:38,35.0,13.0,Sunday,2024-08-13,Rainy
TRIP_197,MH-BUS-6,MUM_Route_D,STOP_5,CST,19:09:27,19:11:27,13:51:58,13:52:58,42.0,21.0,Thursday,2024-08-22,Sunny
TRIP_198,MH-BUS-4,MUM_Route_B,STOP_11,Belapur,19:17:37,19:19:37,05:29:44,05:32:44,26.0,22.0,Sunday,2024-07-25,
TRIP_199,MH-BUS-3,MUM_Route_A,STOP_3,Panvel,14:36:28,14:46:28,21:57:31,22:04:31,0.0,28.0,Friday,2024-08-23,Humid
TRIP_200,MH-BUS-6,MUM_Route_B,STOP_5,Ghatkopar,10:16:04,10:22:04,04:46:13,04:47:13,12.0,22.0,Saturday,2024-08-29,Rainy
TRIP_201,MH-BUS-7,MUM_Route_B,STOP_19,Churchgate,07:09:59,07:13:59,00:34:31,00:43:31,37.0,35.0,Tuesday,2024-08-12,Rainy
TRIP_202,MH-BUS-8,MUM_Route_E,STOP_1,Panvel,02:50:52,02:49:52,02:30:24,02:33:24,19.0,0.0,Saturday,2024-08-23,Rainy
TRIP_203,MH-BUS-9,MUM_Route_D,STOP_4,Mulund,22:16:25,22:18:25,14:51:41,14:53:41,21.0,21.0,Saturday,2024-08-06,Monsoon
TRIP_204,MH-BUS-7,MUM_Route_E,STOP_7,Ghatkopar,03:08:21,03:23:21,11:42:56,,36.0,0.0,Monday,2024-07-19,Partly Cloudy
TRIP_205,MH-BUS-4,MUM_Route_D,STOP_19,CST,18:43:09,18:56:09,02:15:57,,24.0,34.0,Tuesday,2024-06-10,Cloudy
TRIP_206,MH-BUS-10,MUM_Route_B,STOP_15,Mulund,23:26:02,23:46:02,03:21:37,03:29:37,24.0,40.0,Saturday,2024-07-22,Rainy
TRIP_207,MH-BUS-4,MUM_Route_E,STOP_3,Vashi,09:19:24,09:36:24,04:29:21,04:39:21,41.0,,Sunday,2024-06-27,Sunny
TRIP_208,MH-BUS-5,MUM_Route_A,STOP_15,Mulund,10:22:29,10:28:29,01:50:07,01:51:07,56.0,37.0,Tuesday,2024-07-11,Humid
TRIP_209,MH-BUS-3,MUM_Route_D,STOP_18,Kurla,11:14:44,11:31:44,16:25:55,16:29:55,10.0,29.0,Sunday,2024-06-04,Cloudy
TRIP_210,MH-BUS-5,MUM_Route_E,STOP_17,Lower Parel,15:45:29,16:03:29,14:11:30,14:17:30,,20.0,Wednesday,2024-07-18,Partly Cloudy
TRIP_211,MH-BUS-8,MUM_Route_D,STOP_6,Churchgate,17:14:16,17:12:16,18:47:59,18:51:59,4.0,21.0,Monday,2024-08-13,Sunny
TRIP_212,MH-BUS-9,MUM_Route_C,STOP_19,Churchgate,13:01:31,13:12:31,01:20:50,01:23:50,25.0,3.0,Sunday,2024-06-11,Partly Cloudy
TRIP_213,MH-BUS-2,MUM_Route_B,STOP_18,Bandra,04:25:59,04:24:59,14:10:13,14:13:13,14.0,35.0,Wednesday,2024-06-11,Monsoon
TRIP_214,MH-BUS-2,MUM_Route_B,STOP_9,Vashi,16:50:30,17:00:30,03:42:42,03:43:42,27.0,4.0,Saturday,2024-07-13,Sunny
TRIP_215,MH-BUS-6,MUM_Route_D,STOP_14,Mulund,02:30:42,02:44:42,19:09:46,,10.0,0.0,Wednesday,2024-08-24,Humid
TRIP_216,MH-BUS-5,MUM_Route_D,STOP_2,Kurla,14:16:48,14:11:48,21:06:18,21:10:18,40.0,25.0,Thursday,2024-06-27,Rainy
TRIP_217,MH-BUS-6,MUM_Route_E,STOP_6,Lower Parel,18:22:52,18:19:52,10:18:19,10:20:19,52.0,33.0,Saturday,2024-08-23,Monsoon
TRIP_218,MH-BUS-6,MUM_Route_D,STOP_8,Belapur,04:45:44,04:59:44,04:59:30,,15.0,38.0,Thursday,2024-06-23,Cloudy
TRIP_219,MH-BUS-2,MUM_Route_D,STOP_2,Borivali,18:06:21,18:22:21,22:06:37,22:07:37,21.0,14.0,Sunday,2024-07-29,Monsoon
TRIP_220,MH-BUS-2,MUM_Route_C,STOP_20,Mulund,04:44:13,05:00:13,06:38:52,06:41:52,39.0,13.0,Saturday,2024-06-20,Sunny
TRIP_221,MH-BUS-3,MUM_Route_A,STOP_5,Ghatkopar,10:43:16,10:43:16,16:31:48,16:32:48,7.0,25.0,Tuesday,2024-08-05,Humid
TRIP_222,MH-BUS-8,MUM_Route_C,STOP_10,Andheri,15:28:23,15:47:23,15:11:36,15:11:36,5.0,22.0,Wednesday,2024-06-15,partly cloudy
TRIP_223,MH-BUS-7,MUM_Route_C,STOP_14,Kharghar,22:04:07,22:04:07,06:01:54,06:04:54,23.0,30.0,Tuesday,2024-07-07,Partly Cloudy
TRIP_224,MH-BUS-4,MUM_Route_E,STOP_10,Lower Parel,06:17:50,06:15:50,06:28:26,06:36:26,34.0,15.0,Tuesday,2024-06-03,Rainy
TRIP_225,MH-BUS-3,MUM_Route_A,STOP_17,Panvel,14:50:40,15:01:40,12:29:27,12:33:27,0.0,0.0,Monday,2024-07-08,Monsoon
TRIP_226,MH-BUS-7,MUM_Route_B,STOP_4,Andheri,07:51:50,08:04:50,06:11:28,06:21:28,26.0,24.0,Sunday,2024-07-03,Cloudy
TRIP_227,MH-BUS-4,MUM_Route_C,STOP_5,Worli,12:28:52,12:23:52,21:20:19,21:22:19,0.0,6.0,Friday,2024-08-01,Monsoon
TRIP_228,MH-BUS-6,MUM_Route_B,STOP_2,Chembur,02:23:52,02:28:52,14:50:05,14:58:05,22.0,11.0,Sunday,2024-07-16,Rainy
TRIP_229,MH-BUS-6,MUM_Route_E,STOP_7,Mulund,15:26:36,15:24:36,19:44:54,19:48:54,,5.0,Thursday,2024-08-26,sunny
TRIP_230,MH-BUS-3,MUM_Route_A,STOP_17,Chembur,02:20:25,02:39:25,05:40:41,05:46:41,53.0,31.0,Wednesday,2024-08-07,Sunny
TRIP_231,MH-BUS-4,MUM_Route_C,STOP_16,Mulund,02:10:40,02:17:40,16:16:22,16:18:22,16.0,0.0,Wednesday,2024-06-28,Monsoon
TRIP_232,MH-BUS-4,MUM_Route_C,STOP_16,Belapur,05:50:15,05:46:15,04:27:33,04:32:33,34.0,29.0,Monday,2024-08-27,Cloudy
TRIP_233,MH-BUS-4,MUM_Route_C,STOP_18,Vashi,14:37:02,14:41:02,03:59:02,04:09:02,40.0,13.0,Monday,2024-07-10,Cloudy
TRIP_234,MH-BUS-10,MUM_Route_A,STOP_4,Churchgate,09:27:15,09:29:15,05:42:05,05:43:05,28.0,45.0,Friday,2024-07-24,Cloudy
TRIP_235,MH-BUS-6,MUM_Route_A,STOP_3,Borivali,16:28:30,16:39:30,09:22:04,09:27:04,54.0,55.0,Saturday,2024-06-10,Sunny
TRIP_236,MH-BUS-7,MUM_Route_D,STOP_12,Belapur,05:05:17,05:16:17,11:59:28,12:07:28,21.0,23.0,Friday,2024-07-11,Monsoon
TRIP_237,MH-BUS-4,MUM_Route_B,STOP_12,Colaba,14:02:00,14:13:00,05:14:24,05:19:24,12.0,0.0,Monday,2024-06-15,Partly Cloudy
TRIP_238,MH-BUS-10,MUM_Route_B,STOP_16,Kharghar,11:36:51,11:44:51,22:31:44,22:36:44,37.0,32.0,Tuesday,2024-07-12,Humid
TRIP_239,MH-BUS-6,MUM_Route_B,STOP_10,Vashi,14:47:26,14:49:26,02:02:26,02:07:26,28.0,24.0,Wednesday,2024-07-14,Rainy
TRIP_240,MH-BUS-3,MUM_Route_A,STOP_8,Thane,23:13:40,23:10:40,13:47:14,13:56:14,39.0,8.0,Wednesday,2024-08-03,Partly Cloudy
TRIP_241,MH-BUS-10,MUM_Route_B,STOP_11,Thane,17:06:45,17:12:45,22:45:18,22:45:18,48.0,31.0,Saturday,2024-06-23,Partly Cloudy
TRIP_242,MH-BUS-4,MUM_Route_D,STOP_7,Nerul,17:02:00,17:00:00,22:29:12,22:30:12,54.0,25.0,Saturday,2024-07-16,Partly Cloudy
TRIP_243,MH-BUS-9,MUM_Route_A,STOP_5,Mulund,23:29:46,23:38:46,12:54:30,12:58:30,18.0,33.0,Thursday,2024-08-02,Sunny
TRIP_244,MH-BUS-5,MUM_Route_E,STOP_5,Panvel,04:27:20,04:24:20,15:45:21,15:50:21,15.0,10.0,Tuesday,2024-06-02,
TRIP_245,MH-BUS-9,MUM_Route_E,STOP_5,CST,07:31:41,07:38:41,08:32:38,08:38:38,,,Saturday,2024-06-13,Humid
TRIP_246,MH-BUS-10,MUM_Route_A,STOP_1,Panvel,02:34:39,,19:28:31,19:36:31,7.0,34.0,Thursday,2024-07-19,Monsoon
TRIP_247,MH-BUS-10,MUM_Route_A,STOP_8,Lower Parel,00:14:30,001330,18:16:00,18:25:00,22.0,17.0,Wednesday,2024-06-23,Cloudy
TRIP_248,MH-BUS-4,MUM_Route_C,STOP_2,Thane,01:17:00,01:19:00,01:25:52,01:29:52,34.0,21.0,Wednesday,2024-06-17,Sunny
TRIP_249,MH-BUS-3,MUM_Route_C,STOP_1,Belapur,14:15:32,14:19:32,02:19:10,02:29:10,17.0,28.0,Tuesday,2024-06-02,Humid
TRIP_250,MH-BUS-2,MUM_Route_C,STOP_3,Lower Parel,14:24:32,14:32:32,17:18:26,17:25:26,19.0,,Wednesday,2024-07-22,Rainy
TRIP_251,MH-BUS-4,MUM_Route_A,STOP_4,Panvel,05:33:22,05:38:22,11:22:46,11:24:46,21.0,,Sunday,2024-08-19,Rainy
TRIP_252,MH-BUS-6,MUM_Route_A,STOP_19,Ghatkopar,02:39:25,024725,15:29:57,15:31:57,39.0,39.0,Tuesday,2024-06-29,Partly Cloudy
TRIP_253,MH-BUS-5,MUM_Route_C,STOP_5,Powai,09:24:47,09:31:47,00:58:42,01:03:42,40.0,15.0,Monday,2024-07-25,Partly Cloudy
TRIP_254,MH-BUS-3,MUM_Route_D,STOP_5,Powai,20:11:09,20:20:09,18:24:54,18:24:54,13.0,36.0,Thursday,2024-07-12,Rainy
TRIP_255,MH-BUS-1,MUM_Route_B,STOP_16,Ghatkopar,03:24:24,03:31:24,19:02:05,19:10:05,10.0,1.0,Monday,2024-06-13,
TRIP_256,MH-BUS-9,MUM_Route_A,STOP_6,Bandra,22:52:06,23:10:06,06:17:11,06:22:11,40.0,62.0,Sunday,2024-06-05,Partly Cloudy
TRIP_257,MH-BUS-2,MUM_Route_B,STOP_19,Chembur,09:26:19,09:24:19,13:14:35,13:19:35,31.0,34.0,Thursday,2024-08-07,Partly Cloudy
TRIP_258,MH-BUS-5,MUM_Route_A,STOP_19,Belapur,20:46:53,21:06:53,06:41:14,06:47:14,16.0,15.0,Tuesday,2024-08-24,Monsoon
TRIP_259,MH-BUS-4,MUM_Route_B,STOP_19,Panvel,22:04:29,22:23:29,08:39:56,08:45:56,18.0,,Wednesday,2024-06-17,Cloudy
TRIP_260,MH-BUS-9,MUM_Route_B,STOP_18,Lower Parel,00:14:45,00:34:45,06:16:15,06:25:15,0.0,56.0,Tuesday,2024-08-12,Sunny
TRIP_261,MH-BUS-3,MUM_Route_E,STOP_17,Churchgate,00:39:46,00:55:46,00:03:18,00:03:18,5.0,23.0,Saturday,2024-06-04,Humid
TRIP_262,MH-BUS-4,MUM_Route_C,STOP_8,Ghatkopar,05:31:43,05:41:43,02:30:28,02:35:28,46.0,,Sunday,2024-08-13,Monsoon
TRIP_263,MH-BUS-5,MUM_Route_C,STOP_3,Churchgate,09:43:25,10:00:25,23:07:33,23:07:33,5.0,4.0,Monday,2024-08-09,Sunny
TRIP_264,MH-BUS-1,MUM_Route_D,STOP_17,Colaba,05:17:07,,06:54:08,07:02:08,40.0,10.0,Sunday,2024-08-25,Sunny
TRIP_265,MH-BUS-5,MUM_Route_C,STOP_19,Belapur,20:00:37,20:20:37,20:28:51,20:38:51,30.0,16.0,Tuesday,2024-08-29,
TRIP_266,MH-BUS-8,MUM_Route_E,STOP_9,Nerul,13:36:58,13:37:58,03:45:44,03:52:44,17.0,24.0,Friday,2024-07-18,Sunny
TRIP_267,MH-BUS-2,MUM_Route_E,STOP_13,Panvel,14:12:26,14:31:26,01:54:15,015415,3.0,18.0,Monday,2024-08-01,Humid
TRIP_268,MH-BUS-9,MUM_Route_A,STOP_1,Borivali,02:37:31,,04:37:34,04:44:34,41.0,53.0,Thursday,2024-06-24,Partly Cloudy
TRIP_269,MH-BUS-2,MUM_Route_E,STOP_7,Belapur,03:56:39,04:11:39,16:37:56,16:47:56,61.0,26.0,Saturday,2024-08-08,Monsoon
TRIP_270,MH-BUS-4,MUM_Route_D,STOP_17,Worli,09:43:42,095642,23:26:06,23:35:06,31.0,21.0,Wednesday,2024-07-16,Monsoon
TRIP_271,MH-BUS-4,MUM_Route_A,STOP_12,Colaba,00:47:47,00:57:47,23:55:32,23:57:32,,3.0,Thursday,2024-06-10,Cloudy
TRIP_272,MH-BUS-5,MUM_Route_B,STOP_13,Mulund,04:51:47,05:03:47,03:41:22,03:49:22,42.0,20.0,Saturday,2024-07-06,Partly Cloudy
TRIP_273,MH-BUS-1,MUM_Route_E,STOP_16,Ghatkopar,18:22:02,18:30:02,05:38:24,05:43:24,48.0,0.0,Saturday,2024-06-13,Humid
TRIP_274,MH-BUS-3,MUM_Route_B,STOP_6,Ghatkopar,22:21:40,22:20:40,01:25:03,01:27:03,9.0,19.0,Saturday,2024-08-28,Humid
TRIP_275,MH-BUS-3,MUM_Route_A,STOP_17,Kurla,11:08:40,11:03:40,00:29:33,00:34:33,28.0,16.0,Monday,2024-07-16,Rainy
TRIP_276,MH-BUS-6,MUM_Route_D,STOP_4,CST,18:16:17,18:17:17,09:17:27,09:23:27,23.0,2.0,Friday,2024-08-26,Partly Cloudy
TRIP_277,MH-BUS-4,MUM_Route_D,STOP_19,Nerul,12:40:35,12:59:35,10:48:43,10:49:43,24.0,45.0,Wednesday,2024-06-20,Humid
TRIP_278,MH-BUS-7,MUM_Route_D,STOP_17,Mulund,03:06:27,03:25:27,11:08:21,,28.0,-2.0,Wednesday,2024-06-27,Partly Cloudy
TRIP_279,MH-BUS-5,MUM_Route_D,STOP_11,Belapur,21:13:32,21:16:32,20:29:08,20:31:08,6.0,10.0,Saturday,2024-08-01,rainy
TRIP_280,MH-BUS-5,MUM_Route_B,STOP_12,Chembur,20:31:05,,00:34:39,00:42:39,5.0,,Sunday,2024-07-09,Sunny
TRIP_281,MH-BUS-5,MUM_Route_A,STOP_16,Lower Parel,00:32:47,00:37:47,00:56:51,00:59:51,19.0,20.0,Sunday,2024-07-17,Monsoon
TRIP_282,MH-BUS-7,MUM_Route_A,STOP_2,Churchgate,12:52:46,13:09:46,03:45:18,03:51:18,43.0,34.0,Saturday,2024-07-10,Sunny
TRIP_283,MH-BUS-4,MUM_Route_C,STOP_6,Chembur,08:00:51,08:20:51,20:16:07,20:24:07,38.0,0.0,Saturday,2024-06-27,Humid
TRIP_284,MH-BUS-4,MUM_Route_E,STOP_15,Nerul,07:30:30,07:36:30,20:55:36,20:56:36,32.0,15.0,Saturday,2024-08-23,Rainy
TRIP_285,MH-BUS-6,MUM_Route_D,STOP_20,Bandra,23:46:24,23:53:24,21:11:56,21:18:56,27.0,0.0,Tuesday,2024-08-20,Monsoon
TRIP_286,MH-BUS-8,MUM_Route_B,STOP_1,Panvel,03:07:32,03:17:32,12:47:23,12:55:23,44.0,25.0,Saturday,2024-06-15,Partly Cloudy
TRIP_287,MH-BUS-4,MUM_Route_D,STOP_7,Powai,15:27:42,15:33:42,01:21:33,01:26:33,36.0,18.0,Friday,2024-08-10,Humid
TRIP_288,MH-BUS-3,MUM_Route_A,STOP_9,Nerul,15:54:00,16:04:00,22:22:08,22:23:08,28.0,18.0,Wednesday,2024-06-24,Rainy
TRIP_289,MH-BUS-9,MUM_Route_C,STOP_3,Lower Parel,21:10:07,21:28:07,01:44:14,01:50:14,19.0,21.0,Thursday,2024-06-28,Cloudy
TRIP_290,MH-BUS-4,MUM_Route_A,STOP_5,Panvel,19:15:22,19:29:22,21:30:30,21:39:30,40.0,19.0,Monday,2024-07-21,Partly Cloudy
TRIP_291,MH-BUS-8,MUM_Route_E,STOP_12,Nerul,02:10:20,02:10:20,15:00:07,15:04:07,,36.0,Saturday,2024-07-25,Sunny
TRIP_292,MH-BUS-7,MUM_Route_D,STOP_15,Panvel,07:35:17,07:37:17,18:57:32,19:04:32,28.0,0.0,Friday,2024-06-02,Cloudy
TRIP_293,MH-BUS-3,MUM_Route_C,STOP_1,Worli,01:41:10,01:44:10,20:14:16,20:22:16,6.0,36.0,Tuesday,2024-06-17,Partly Cloudy
TRIP_294,MH-BUS-6,MUM_Route_E,STOP_6,Dadar,05:01:22,05:08:22,05:41:45,05:48:45,38.0,3.0,Saturday,2024-08-15,Cloudy
TRIP_295,MH-BUS-9,MUM_Route_B,STOP_15,Vashi,10:37:12,10:49:12,04:43:19,04:50:19,37.0,36.0,Saturday,2024-07-20,Sunny
TRIP_296,MH-BUS-10,MUM_Route_C,STOP_15,Nerul,09:20:48,09:30:48,14:35:51,14:45:51,29.0,10.0,Friday,2024-07-10,Rainy
TRIP_297,MH-BUS-9,MUM_Route_E,STOP_5,Thane,22:27:27,22:38:27,09:04:03,09:09:03,41.0,23.0,Wednesday,2024-06-07,Monsoon
TRIP_298,MH-BUS-9,MUM_Route_A,STOP_10,Nerul,17:16:31,17:12:31,14:53:40,14:53:40,28.0,13.0,Friday,2024-08-10,Partly Cloudy
TRIP_299,MH-BUS-7,MUM_Route_C,STOP_19,Colaba,19:06:42,19:07:42,22:10:00,22:14:00,38.0,1.0,Monday,2024-07-11,Monsoon
TRIP_300,MH-BUS-6,MUM_Route_E,STOP_16,Nerul,16:16:30,16:22:30,03:22:42,03:22:42,10.0,16.0,Sunday,2024-08-20,Monsoon
TRIP_301,MH-BUS-7,MUM_Route_C,STOP_15,Andheri,22:42:57,,09:04:24,09:10:24,26.0,33.0,Wednesday,2024-08-09,Monsoon
TRIP_302,MH-BUS-5,MUM_Route_D,STOP_3,Andheri,20:59:55,21:17:55,14:52:21,15:02:21,37.0,0.0,Monday,2024-08-09,Rainy
TRIP_303,MH-BUS-6,MUM_Route_E,STOP_2,Mulund,20:21:43,20:31:43,14:36:02,14:44:02,0.0,16.0,Sunday,2024-06-03,Rainy
TRIP_304,MH-BUS-4,MUM_Route_B,STOP_18,Thane,02:18:55,02:37:55,11:22:30,11:30:30,18.0,14.0,Tuesday,2024-07-22,Rainy
TRIP_305,MH-BUS-7,MUM_Route_D,STOP_18,Powai,13:20:27,13:19:27,13:56:56,14:01:56,11.0,,Wednesday,2024-07-20,Partly Cloudy
TRIP_306,MH-BUS-9,MUM_Route_B,STOP_16,Ghatkopar,12:25:20,12:37:20,10:42:18,10:52:18,28.0,43.0,Sunday,2024-06-03,Cloudy
TRIP_307,MH-BUS-8,MUM_Route_E,STOP_14,Lower Parel,13:44:18,13:41:18,06:22:48,06:32:48,16.0,40.0,Thursday,2024-06-05,Rainy
TRIP_308,MH-BUS-7,MUM_Route_C,STOP_4,Churchgate,23:36:47,23:51:47,03:07:17,03:13:17,26.0,18.0,Wednesday,2024-08-18,
TRIP_309,MH-BUS-7,MUM_Route_B,STOP_14,CST,02:30:17,02:27:17AM,18:40:24,18:49:24,20.0,51.0,Wednesday,2024-06-03,Rainy
TRIP_310,MH-BUS-4,MUM_Route_A,STOP_5,Vashi,06:07:10,06:18:10,18:17:17,18:25:17,42.0,12.0,Sunday,2024-06-13,Humid
TRIP_311,MH-BUS-2,MUM_Route_A,STOP_1,Thane,01:37:57,,02:12:06,02:21:06,16.0,8.0,Tuesday,2024-06-28,Humid
TRIP_312,MH-BUS-1,MUM_Route_A,STOP_5,Lower Parel,00:56:06,01:08:06,00:23:36,00:23:36,48.0,-2.0,Thursday,2024-07-05,Rainy
TRIP_313,MH-BUS-9,MUM_Route_C,STOP_2,Mulund,09:31:01,09:27:01,00:20:23,00:22:23,46.0,23.0,Sunday,2024-07-15,Cloudy
TRIP_314,MH-BUS-5,MUM_Route_B,STOP_7,CST,20:52:53,21:10:53,09:17:46,09:18:46,10.0,13.0,Monday,2024-08-22,Humid
TRIP_315,MH-BUS-2,MUM_Route_C,STOP_11,Kurla,12:01:00,12:06:00,06:55:54,07:01:54,18.0,21.0,Thursday,2024-08-30,Rainy
TRIP_316,MH-BUS-9,MUM_Route_C,STOP_20,Dadar,11:03:06,11:16:06,07:13:03,07:16:03,12.0,6.0,Saturday,2024-08-15,Rainy
TRIP_317,MH-BUS-6,MUM_Route_B,STOP_1,Lower Parel,03:45:47,04:03:47,01:02:59,01:08:59,,43.0,Sunday,2024-06-23,Cloudy
TRIP_318,MH-BUS-1,MUM_Route_A,STOP_4,Andheri,13:34:18,13:34:18,15:07:01,15:08:01,43.0,15.0,Friday,2024-08-03,Cloudy
TRIP_319,MH-BUS-4,MUM_Route_A,STOP_11,Thane,22:37:48,22:43:48,13:36:40,13:37:40,35.0,8.0,Monday,2024-07-03,Rainy
TRIP_320,MH-BUS-4,MUM_Route_C,STOP_15,Chembur,18:58:27,,03:25:11,03:34:11AM,11.0,,Friday,2024-07-17,Humid
TRIP_321,MH-BUS-7,MUM_Route_D,STOP_19,Kurla,14:17:27,14:37:27,19:23:19,19:32:19,18.0,43.0,Wednesday,2024-06-26,Cloudy
TRIP_322,MH-BUS-8,MUM_Route_A,STOP_13,Worli,14:07:50,14:15:50,18:44:30,18:53:30,7.0,3.0,Tuesday,2024-06-26,
TRIP_323,MH-BUS-7,MUM_Route_C,STOP_13,Mulund,12:02:26,12:12:26,03:56:46,03:58:46,20.0,26.0,Wednesday,2024-08-17,Rainy
TRIP_324,MH-BUS-4,MUM_Route_E,STOP_11,Mulund,13:11:39,,18:19:16,18:20:16,43.0,17.0,Friday,2024-06-08,Rainy
TRIP_325,MH-BUS-10,MUM_Route_D,STOP_2,Andheri,13:49:10,13:44:10,17:33:20,17:42:20,26.0,0.0,Thursday,2024-06-21,Humid
